#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,Animal_name,_field,_measurement,airborne
,,1294,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,fins,zoo-data,0
,,1295,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,toothed,zoo-data,1
,,1296,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,milk,zoo-data,0
,,1297,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,domestic,zoo-data,0
,,1298,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,1,sparrow,backbone,zoo-data,1
,,1299,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,1,slowworm,toothed,zoo-data,0
,,1300,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,tail,zoo-data,0
,,1301,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,backbone,zoo-data,1
,,1302,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,venomous,zoo-data,0
,,1303,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,1,sole,fins,zoo-data,0
,,1304,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,catsize,zoo-data,1
,,1305,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,catsize,zoo-data,0
,,1306,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,4,toad,legs,zoo-data,0
,,1307,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,venomous,zoo-data,1
,,1308,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,0,seal,eggs,zoo-data,0
,,1309,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,1,sparrow,eggs,zoo-data,1
,,1310,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,venomous,zoo-data,0
,,1311,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,7,slug,type,zoo-data,0
,,1312,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,feathers,zoo-data,0
,,1313,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,catsize,zoo-data,1
,,1314,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,hair,zoo-data,0
,,1315,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,2,sparrow,legs,zoo-data,1
,,1316,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,hair,zoo-data,0
,,1317,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,breathes,zoo-data,0
,,1318,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,4,tortoise,legs,zoo-data,0
,,1319,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,hair,zoo-data,0
,,1320,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,fins,zoo-data,0
,,1321,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,hair,zoo-data,0
,,1322,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,5,starfish,legs,zoo-data,0
,,1323,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,milk,zoo-data,1
,,1324,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,1,tuatara,eggs,zoo-data,0
,,1325,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,predator,zoo-data,0
,,1326,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,legs,zoo-data,0
,,1327,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,toothed,zoo-data,0
,,1328,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,catsize,zoo-data,0
,,1329,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,aquatic,zoo-data,1
,,1330,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,milk,zoo-data,0
,,1331,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,6,termite,legs,zoo-data,0
,,1332,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,catsize,zoo-data,0
,,1333,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,breathes,zoo-data,0
,,1334,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,0,stingray,milk,zoo-data,0
,,1335,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,venomous,zoo-data,1
,,1336,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,aquatic,zoo-data,0
,,1337,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,domestic,zoo-data,0
,,1338,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,hair,zoo-data,0
,,1339,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,eggs,zoo-data,0
,,1340,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,backbone,zoo-data,0
,,1341,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,toothed,zoo-data,0
,,1342,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,3,tuatara,type,zoo-data,0
,,1343,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,catsize,zoo-data,0
,,1344,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,feathers,zoo-data,0
,,1345,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,aquatic,zoo-data,0
,,1346,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,2,swan,legs,zoo-data,1
,,1347,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,tail,zoo-data,0
,,1348,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,2,vampire,legs,zoo-data,1
,,1349,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,fins,zoo-data,0
,,1350,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,backbone,zoo-data,0
,,1351,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,toothed,zoo-data,0
,,1352,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,1,toad,backbone,zoo-data,0
,,1353,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,catsize,zoo-data,0
,,1354,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,fins,zoo-data,0
,,1355,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,toothed,zoo-data,0
,,1356,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,1,seawasp,venomous,zoo-data,0
,,1357,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,0,stingray,legs,zoo-data,0
,,1358,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,domestic,zoo-data,0
,,1359,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,predator,zoo-data,0
,,1360,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,type,zoo-data,0
,,1361,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,venomous,zoo-data,0
,,1362,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,milk,zoo-data,1
,,1363,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,aquatic,zoo-data,1
,,1364,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,hair,zoo-data,0
,,1365,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,fins,zoo-data,1
,,1366,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,venomous,zoo-data,0
,,1367,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,1,tortoise,tail,zoo-data,0
,,1368,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,feathers,zoo-data,1
,,1369,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,2,swan,type,zoo-data,1
,,1370,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,1,tuatara,predator,zoo-data,0
,,1371,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,toothed,zoo-data,0
,,1372,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,type,zoo-data,0
,,1373,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,0,tuna,feathers,zoo-data,0
,,1374,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,aquatic,zoo-data,1
,,1375,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,1,termite,breathes,zoo-data,0
,,1376,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,fins,zoo-data,0
,,1377,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,venomous,zoo-data,0
,,1378,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,1,wasp,hair,zoo-data,1
,,1379,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,0,tuna,milk,zoo-data,0
,,1380,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,fins,zoo-data,0
,,1381,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,feathers,zoo-data,0
,,1382,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,aquatic,zoo-data,0
,,1383,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,6,termite,type,zoo-data,0
,,1384,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,aquatic,zoo-data,1
,,1385,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,tail,zoo-data,0
,,1386,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,hair,zoo-data,0
,,1387,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,hair,zoo-data,0
,,1388,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,backbone,zoo-data,0
,,1389,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,milk,zoo-data,0
,,1390,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,1,wolf,backbone,zoo-data,0
,,1391,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,1,vampire,hair,zoo-data,1
,,1392,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,milk,zoo-data,0
,,1393,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,predator,zoo-data,0
,,1394,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,0,tuna,breathes,zoo-data,0
,,1395,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,1,toad,toothed,zoo-data,0
,,1396,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,4,wolf,legs,zoo-data,0
,,1397,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,1,vampire,milk,zoo-data,1
,,1398,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,predator,zoo-data,0
,,1399,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,1,tortoise,breathes,zoo-data,0
,,1400,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,fins,zoo-data,0
,,1401,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,milk,zoo-data,0
,,1402,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,1,wolf,type,zoo-data,0
,,1403,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,0,vampire,domestic,zoo-data,1
,,1404,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,milk,zoo-data,0
,,1405,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,domestic,zoo-data,0
,,1406,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,0,vampire,predator,zoo-data,1
,,1407,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,aquatic,zoo-data,0
,,1408,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,tail,zoo-data,0
,,1409,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,aquatic,zoo-data,0
,,1410,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,1,sole,backbone,zoo-data,0
,,1411,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,catsize,zoo-data,0
,,1412,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,feathers,zoo-data,0
,,1413,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,1,tortoise,catsize,zoo-data,0
,,1414,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,domestic,zoo-data,0
,,1415,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,predator,zoo-data,1
,,1416,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,0,tuna,hair,zoo-data,0
,,1417,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,toothed,zoo-data,0
,,1418,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,0,tuatara,feathers,zoo-data,0
,,1419,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,1,vulture,backbone,zoo-data,1
,,1420,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,fins,zoo-data,1
,,1421,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,predator,zoo-data,0
,,1422,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,breathes,zoo-data,0
,,1423,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,1,tuatara,toothed,zoo-data,0
,,1424,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,milk,zoo-data,0
,,1425,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,2,sparrow,type,zoo-data,1
,,1426,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,0,tuna,venomous,zoo-data,0
,,1427,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,hair,zoo-data,0
,,1428,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,0,vampire,eggs,zoo-data,1
,,1429,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,breathes,zoo-data,0
,,1430,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,breathes,zoo-data,0
,,1431,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,0,vampire,venomous,zoo-data,1
,,1432,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,eggs,zoo-data,0
,,1433,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,1,vampire,toothed,zoo-data,1
,,1434,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,2,wallaby,legs,zoo-data,0
,,1435,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,2,squirrel,legs,zoo-data,0
,,1436,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,0,vampire,fins,zoo-data,1
,,1437,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,toothed,zoo-data,0
,,1438,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,1,vampire,backbone,zoo-data,1
,,1439,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,6,wasp,type,zoo-data,1
,,1440,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,1,starfish,eggs,zoo-data,0
,,1441,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,hair,zoo-data,0
,,1442,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,1,wasp,breathes,zoo-data,1
,,1443,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,0,vampire,catsize,zoo-data,1
,,1444,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,1,wolf,hair,zoo-data,0
,,1445,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,milk,zoo-data,0
,,1446,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,1,vulture,feathers,zoo-data,1
,,1447,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,6,wasp,legs,zoo-data,1
,,1448,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,predator,zoo-data,0
,,1449,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,0,wolf,aquatic,zoo-data,0
,,1450,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,7,starfish,type,zoo-data,0
,,1451,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,0,vulture,milk,zoo-data,1
,,1452,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,domestic,zoo-data,1
,,1453,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,0,vole,catsize,zoo-data,0
,,1454,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,0,wolf,fins,zoo-data,0
,,1455,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,milk,zoo-data,1
,,1456,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,1,vulture,breathes,zoo-data,1
,,1457,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,1,wolf,milk,zoo-data,0
,,1458,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,0,vulture,fins,zoo-data,1
,,1459,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,toothed,zoo-data,0
,,1460,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,feathers,zoo-data,0
,,1461,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,1,vulture,tail,zoo-data,1
,,1462,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,catsize,zoo-data,0
,,1463,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,feathers,zoo-data,1
,,1464,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,backbone,zoo-data,0
,,1465,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,aquatic,zoo-data,0
,,1466,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,feathers,zoo-data,0
,,1467,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,1,wren,backbone,zoo-data,1
,,1468,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,tail,zoo-data,1
,,1469,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,legs,zoo-data,0
,,1470,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,fins,zoo-data,0
,,1471,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,1,wasp,venomous,zoo-data,1
,,1472,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,0,wren,venomous,zoo-data,1
,,1473,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,catsize,zoo-data,1
,,1474,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,1,wren,feathers,zoo-data,1
,,1475,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,1,tuatara,tail,zoo-data,0
,,1476,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,1,wolf,predator,zoo-data,0
,,1477,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,0,wren,catsize,zoo-data,1
,,1478,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T12:37:38.668134287Z,1,wolf,toothed,zoo-data,0
,,1479,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,0,wren,milk,zoo-data,1
